"","SalmGeneticRowID","FishTagID","BestEstimate","Fall","Late_fall","Spring","Winter","Prob1","Comments","Run ID"
"57",3162,"2025Ad_plus-F_063","Fall",1,0,0,0,1,NA,NA
"58",3163,"2025Ad_plus-F_064","Fall",1,0,0,0,1,NA,NA
"59",3164,"2025Ad_plus-F_065","Fall",1,0,0,0,1,NA,NA
"60",3165,"2025Ad_plus-F_066","Fall",1,0,0,0,1,NA,NA
"61",3166,"2025Ad_plus-F_067","Fall",1,0,0,0,1,NA,NA
"62",3168,"2025Ad_plus-F_069","Fall",1,0,0,0,1,NA,NA
"63",3169,"2025Ad_plus-F_070","Fall",1,0,0,0,1,NA,NA
"64",3170,"2025Ad_plus-F_071","Spring",1,0,0,0,1,"Feather River Spring always come up as fall in GSI, but for runtype (Ots28) they are spring",NA
"65",3171,"2025Ad_plus-F_072","Spring",1,0,0,0,1,"Feather River Spring always come up as fall in GSI, but for runtype (Ots28) they are spring",NA
"66",3172,"2025Ad_plus-F_073","Fall",1,0,0,0,1,NA,NA
"67",3173,"2025Ad_plus-F_074","Fall",1,0,0,0,1,NA,NA
"68",3174,"2025Ad_plus-F_075","Fall",1,0,0,0,1,NA,NA
"69",3176,"2025Ad_plus-F_077","Fall",1,0,0,0,1,NA,NA
"70",3177,"2025Ad_plus-F_078","Spring",1,0,0,0,1,"Feather River Spring always come up as fall in GSI, but for runtype (Ots28) they are spring",NA
"71",3178,"2025Ad_plus-F_079","Fall",1,0,0,0,1,NA,NA
"72",3179,"2025Ad_plus-F_080","Fall",1,0,0,0,1,NA,NA
"73",3180,"2025Ad_plus-F_081","Fall",1,0,0,0,1,NA,NA
"74",3181,"2025Ad_plus-F_082","Fall",1,0,0,0,1,NA,NA
"75",3182,"2025Ad_plus-F_083","Fall",1,0,0,0,1,NA,NA
"76",3183,"2025Ad_plus-F_084","Fall",1,0,0,0,1,NA,NA
"77",3184,"2025Ad_plus-F_085","Fall",1,0,0,0,1,NA,NA
"78",3185,"2025Ad_plus-F_086","Fall",1,0,0,0,1,NA,NA
"79",3186,"2025Ad_plus-F_087","Fall",1,0,0,0,0.998,NA,NA
"80",3187,"2025Ad_plus-F_088","Fall",1,0,0,0,1,NA,NA
"81",3188,"2025Ad_plus-F_089","Fall",1,0,0,0,1,NA,NA
"82",3189,"2025Ad_plus-F_090","Fall",1,0,0,0,1,NA,NA
"83",3190,"2025Ad_plus-F_091","Fall",1,0,0,0,1,NA,NA
"84",3191,"2025Ad_plus-F_092","Fall",1,0,0,0,1,NA,NA
"85",3192,"2025Ad_plus-F_093","Fall",1,0,0,0,1,NA,NA
"86",3193,"2025Ad_plus-F_094","Fall",1,0,0,0,1,NA,NA
"87",3194,"2025Ad_plus-F_095","Fall",1,0,0,0,1,NA,NA
"88",3195,"2025Ad_plus-F_096","Fall",1,0,0,0,1,NA,NA
"89",3196,"2025Ad_plus-F_097","Fall",1,0,0,0,1,NA,NA
"90",3197,"2025Ad_plus-F_098","Fall",1,0,0,0,1,NA,NA
"91",3198,"2025Ad_plus-F_099","Fall",1,0,0,0,1,NA,NA
"92",3199,"2025Ad_plus-F_100","Fall",1,0,0,0,1,NA,NA
"93",3200,"2025Ad_plus-F_101","Fall",1,0,0,0,1,NA,NA
"94",3201,"2025Ad_plus-F_102","Fall",1,0,0,0,1,NA,NA
"95",3202,"2025Ad_plus-F_103","Fall",1,0,0,0,1,NA,NA
"96",3203,"2025Ad_plus-F_104","Fall",1,0,0,0,1,NA,NA
"97",3204,"2025Ad_plus-F_105","Fall",1,0,0,0,1,NA,NA
"98",3205,"2025Ad_plus-F_106","Fall",1,0,0,0,1,NA,NA
"99",3206,"2025Ad_plus-F_107","Fall",1,0,0,0,1,NA,NA
"100",3207,"2025Ad_plus-F_108","Fall",1,0,0,0,1,NA,NA
"101",3208,"2025Ad_plus-F_109","Fall",1,0,0,0,1,NA,NA
"102",3209,"2025Ad_plus-F_110","Fall",1,0,0,0,1,NA,NA
"103",3210,"2025Ad_plus-F_111","Fall",1,0,0,0,1,NA,NA
"104",3211,"2025Ad_plus-F_112","Fall",1,0,0,0,1,NA,NA
"105",3212,"2025Ad_plus-F_113","Fall",1,0,0,0,1,NA,NA
"106",3213,"2025Ad_plus-F_114","Fall",1,0,0,0,1,NA,NA
"107",3215,"2025Ad_plus-F_116","Fall",1,0,0,0,1,NA,NA
"108",3216,"2025Ad_plus-F_117","Fall",1,0,0,0,1,NA,NA
"109",3217,"2025Ad_plus-F_118","Fall",1,0,0,0,1,NA,NA
"110",3218,"2025Ad_plus-F_119","Fall",1,0,0,0,1,NA,NA
"111",3219,"2025Ad_plus-F_120","Fall",1,0,0,0,1,NA,NA
"112",3221,"2025Ad_plus-F_122","Fall",1,0,0,0,1,NA,NA
"113",3222,"2025Ad_plus-F_123","Fall",1,0,0,0,1,NA,NA
"114",3223,"2025Ad_plus-F_124","Spring",1,0,0,0,1,"Feather River Spring always come up as fall in GSI, but for runtype (Ots28) they are spring",NA
"115",3224,"2025Ad_plus-F_125","Fall",1,0,0,0,1,NA,NA
"116",3225,"2025Ad_plus-F_126","Fall",1,0,0,0,1,NA,NA
"117",3226,"2025Ad_plus-F_127","Spring",1,0,0,0,1,"Feather River Spring always come up as fall in GSI, but for runtype (Ots28) they are spring",NA
"118",3227,"2025Ad_plus-F_128","Fall",1,0,0,0,1,NA,NA
"119",3228,"2025Ad_plus-F_129","Fall",1,0,0,0,1,NA,NA
"120",3229,"2025Ad_plus-F_130","Fall",1,0,0,0,1,NA,NA
"121",3230,"2025Ad_plus-F_131","Fall",1,0,0,0,1,NA,NA
"122",3231,"2025Ad_plus-F_132","Fall",1,0,0,0,1,NA,NA
"123",3232,"2025Ad_plus-F_133","Fall",1,0,0,0,1,NA,NA
"124",3233,"2025Ad_plus-F_134","Fall",1,0,0,0,1,NA,NA
"125",3234,"2025Ad_plus-F_135","Fall",1,0,0,0,1,NA,NA
"126",3235,"2025Ad_plus-F_136","Fall",1,0,0,0,1,NA,NA
"127",3236,"2025Ad_plus-F_137","Fall",1,0,0,0,1,NA,NA
"128",3237,"2025Ad_plus-F_138","Fall",1,0,0,0,1,NA,NA
"129",3238,"2025Ad_plus-F_139","Fall",1,0,0,0,1,NA,NA
"130",3239,"2025Ad_plus-F_140","Fall",1,0,0,0,1,NA,NA
"131",3240,"2025Ad_plus-F_141","Fall",1,0,0,0,1,NA,NA
"132",3241,"2025Ad_plus-F_142","Fall",1,0,0,0,1,NA,NA
"133",3242,"2025Ad_plus-F_143","Fall",1,0,0,0,1,NA,NA
"134",3243,"2025Ad_plus-F_144","Fall",1,0,0,0,1,NA,NA
"135",3244,"2025Ad_plus-F_145","Fall",1,0,0,0,1,NA,NA
"136",3245,"2025Ad_plus-F_146","Fall",1,0,0,0,1,NA,NA
"137",3246,"2025Ad_plus-F_147","Fall",1,0,0,0,1,NA,NA
"138",3247,"2025Ad_plus-F_148","Fall",1,0,0,0,1,NA,NA
"139",3248,"2025Ad_plus-F_149","Fall",1,0,0,0,1,NA,NA
"140",3249,"2025Ad_plus-F_150","Fall",1,0,0,0,1,NA,NA
"141",3250,"2025Ad_plus-F_151","Fall",1,0,0,0,1,NA,NA
"142",3251,"2025Ad_plus-F_152","Fall",1,0,0,0,1,NA,NA
"143",3253,"2025Ad_plus-F_154","Fall",1,0,0,0,1,NA,NA
"144",3254,"2025Ad_plus-F_155","Fall",1,0,0,0,1,NA,NA
"145",3255,"2025Ad_plus-F_156","Fall",1,0,0,0,1,NA,NA
"146",3256,"2025Ad_plus-F_157","Fall",1,0,0,0,1,NA,NA
"147",3258,"2025Ad_plus-F_159","Fall",1,0,0,0,1,NA,NA
"148",3260,"2025Ad_plus-F_161","Fall",1,0,0,0,1,NA,NA
"149",3261,"2025Ad_plus-F_162","Fall",1,0,0,0,1,NA,NA
"150",3262,"2025Ad_plus-F_163","Fall",1,0,0,0,1,NA,NA
"151",3263,"2025Ad_plus-F_164","Fall",1,0,0,0,1,NA,NA
"152",3264,"2025Ad_plus-F_165","Fall",1,0,0,0,1,NA,NA
"153",3265,"2025Ad_plus-F_166","Fall",1,0,0,0,1,NA,NA
"154",3266,"2025Ad_plus-F_167","Fall",1,0,0,0,1,NA,NA
"155",3267,"2025Ad_plus-F_168","Fall",1,0,0,0,1,NA,NA
"156",3268,"2025Ad_plus-F_169","Fall",1,0,0,0,1,NA,NA
"157",3269,"2025Ad_plus-F_170","Fall",0.98,0.02,0,0,0.984,NA,NA
"158",3272,"2025Ad_plus-F_173","Fall",1,0,0,0,1,NA,NA
"159",3273,"2025Ad_plus-F_174","Fall",1,0,0,0,1,NA,NA
"160",3274,"2025Ad_plus-F_175","Fall",1,0,0,0,1,NA,NA
"161",3275,"2025Ad_plus-F_176","Fall",1,0,0,0,1,NA,NA
"162",3276,"2025Ad_plus-F_177","Fall",1,0,0,0,1,NA,NA
"163",3278,"2025Ad_plus-F_179","Fall",1,0,0,0,1,NA,NA
"164",3279,"2025Ad_plus-F_180","Fall",1,0,0,0,1,NA,NA
"165",3280,"2025Ad_plus-F_181","Fall",1,0,0,0,1,NA,NA
"166",3281,"2025Ad_plus-F_182","Fall",1,0,0,0,1,NA,NA
"167",3282,"2025Ad_plus-F_183","Fall",1,0,0,0,1,NA,NA
"168",3283,"2025Ad_plus-F_184","Fall",1,0,0,0,1,NA,NA
"169",3284,"2025Ad_plus-F_185","Fall",1,0,0,0,1,NA,NA
"170",3285,"2025Ad_plus-F_186","Fall",1,0,0,0,1,NA,NA
"171",3286,"2025Ad_plus-F_187","Fall",1,0,0,0,1,NA,NA
"172",3287,"2025Ad_plus-F_188","Spring",1,0,0,0,1,"Feather River Spring always come up as fall in GSI, but for runtype (Ots28) they are spring",NA
"173",3288,"2025Ad_plus-F_189","Fall",1,0,0,0,1,NA,NA
"174",3289,"2025Ad_plus-F_190","Fall",1,0,0,0,1,NA,NA
"175",3291,"2025Ad_plus-F_192","Fall",1,0,0,0,1,NA,NA
"176",3292,"2025Ad_plus-F_193","Fall",1,0,0,0,1,NA,NA
"177",3294,"2025Ad_plus-F_195","Fall",1,0,0,0,1,NA,NA
"178",3295,"2025Ad_plus-F_196","Fall",1,0,0,0,1,NA,NA
"179",3297,"2025Ad_plus-F_198","Fall",1,0,0,0,1,NA,NA
"180",3298,"2025Ad_plus-F_199","Fall",1,0,0,0,1,NA,NA
"181",3299,"2025Ad_plus-F_200","Fall",1,0,0,0,1,NA,NA
"182",3300,"2025Ad_plus-F_201","Fall",1,0,0,0,1,NA,NA
"183",3301,"2025Ad_plus-F_202","Fall",1,0,0,0,1,NA,NA
"184",3302,"2025Ad_plus-F_203","Fall",1,0,0,0,1,NA,NA
"185",3303,"2025Ad_plus-F_204","Fall",1,0,0,0,1,NA,NA
"186",3309,"2025Ad_plus-S_001","Fall",1,0,0,0,1,NA,NA
"187",3310,"2025Ad_plus-S_002","Fall",1,0,0,0,1,NA,NA
"188",3314,"2025Ad_plus-S_006","Spring",1,0,0,0,1,"Feather River Spring always come up as fall in GSI, but for runtype (Ots28) they are spring",NA
"189",3319,"2025Ad_plus-S_011","Fall",1,0,0,0,1,NA,NA
"190",3306,"2025Ad_plus-F_207","Fall",1,0,0,0,1,NA,"Late"
"191",3099,"2025Ad_min-W_001","Winter",0,0,0,1,1,NA,"Early"
"192",3277,"2025Ad_plus-F_178","Fall",1,0,0,0,1,NA,"Late"
"193",3290,"2025Ad_plus-F_191","Fall / Late Fall",1,0,0,0,1,NA,"Late"
"194",3308,"2025Ad_plus-F_209","Fall",1,0,0,0,1,NA,"Late"
"195",3296,"2025Ad_plus-F_197","Fall / Late Fall",1,0,0,0,1,NA,"Late"
"196",3305,"2025Ad_plus-F_206","Fall",1,0,0,0,1,NA,"Late"
"197",3293,"2025Ad_plus-F_194","Fall",1,0,0,0,1,NA,"Late"
"198",3307,"2025Ad_plus-F_208","Fall",1,0,0,0,1,NA,"Late"
"199",3270,"2025Ad_plus-F_171","Fall",1,0,0,0,1,NA,"Late"
"200",3252,"2025Ad_plus-F_153","Fall / Late Fall",1,0,0,0,0.999,NA,"Uncertain"
"201",3257,"2025Ad_plus-F_158","Missing Data",NA,NA,NA,NA,NA,NA,"Uncertain"
"202",3318,"2025Ad_plus-S_010","Missing Data",NA,NA,NA,NA,NA,NA,"Uncertain"
"203",3313,"2025Ad_plus-S_005","Missing Data",NA,NA,NA,NA,NA,NA,"Uncertain"
"204",3316,"2025Ad_plus-S_008","Missing Data",NA,NA,NA,NA,NA,NA,"Uncertain"
"205",3271,"2025Ad_plus-F_172","Missing Data",NA,NA,NA,NA,NA,NA,"Uncertain"
"206",3311,"2025Ad_plus-S_003","Missing Data",NA,NA,NA,NA,NA,NA,"Uncertain"
"207",3315,"2025Ad_plus-S_007","Missing Data",NA,NA,NA,NA,NA,NA,"Uncertain"
"208",3317,"2025Ad_plus-S_009","Missing Data",NA,NA,NA,NA,NA,NA,"Uncertain"
"209",3106,"2025Ad_plus-F_007","Missing Data",NA,NA,NA,NA,NA,NA,"Uncertain"
"210",3175,"2025Ad_plus-F_076","Missing Data",NA,NA,NA,NA,NA,NA,"Uncertain"
"211",3304,"2025Ad_plus-F_205","Missing Data",NA,NA,NA,NA,NA,NA,"Uncertain"
"212",3312,"2025Ad_plus-S_004","Missing Data",NA,NA,NA,NA,NA,NA,"Uncertain"
"213",3101,"2025Ad_plus-F_002","Missing Data",NA,NA,NA,NA,NA,NA,"Uncertain"
"214",3167,"2025Ad_plus-F_068","Missing Data",NA,NA,NA,NA,NA,NA,"Uncertain"
"215",3220,"2025Ad_plus-F_121","Missing Data",NA,NA,NA,NA,NA,NA,"Uncertain"
"216",3259,"2025Ad_plus-F_160","Missing Data",NA,NA,NA,NA,NA,NA,"Uncertain"
"217",3113,"2025Ad_plus-F_014","Missing Data",NA,NA,NA,NA,NA,NA,"Uncertain"
"218",3131,"2025Ad_plus-F_032","Missing Data",NA,NA,NA,NA,NA,NA,"Uncertain"
"219",3214,"2025Ad_plus-F_115","Missing Data",NA,NA,NA,NA,NA,NA,"Uncertain"
"220",3103,"2025Ad_plus-F_004","Missing Data",NA,NA,NA,NA,NA,NA,"Uncertain"
"221",3148,"2025Ad_plus-F_049","Missing Data",NA,NA,NA,NA,NA,NA,"Uncertain"
"222",3156,"2025Ad_plus-F_057","Missing Data",NA,NA,NA,NA,NA,NA,"Uncertain"
"223",3127,"2025Ad_plus-F_028","Missing Data",NA,NA,NA,NA,NA,NA,"Uncertain"
"224",3134,"2025Ad_plus-F_035","Missing Data",NA,NA,NA,NA,NA,NA,"Uncertain"
